Player,grupo_posicional,similar_1,score_1,similar_2,score_2,similar_3,score_3,similar_4,score_4,similar_5,score_5,similar_6,score_6,similar_7,score_7,similar_8,score_8,similar_9,score_9,similar_10,score_10,similar_11,score_11,similar_12,score_12,similar_13,score_13,similar_14,score_14,similar_15,score_15
Baptiste Santamaria,Pivote,Kristijan Jakić,0.9393,Máximo Perrone,0.9193,Tyler Adams,0.8799,Samu Costa,0.8773,Rani Khedira,0.8716,Mohamed Bamba,0.8392,Yannik Engelhardt,0.8131,Robin Fellhauer,0.8017,Raúl,0.7965,Benjamin André,0.7965,Martín Zubimendi,0.7932,Samuele Ricci,0.7907,Aleksandar Pavlovic,0.7881,Mario Martín,0.7812,Tomáš Souček,0.7812
Charles Pickel,Pivote,Lesley Ugochukwu,0.9232,Kervin Arriaga,0.8516,Casemiro,0.8474,Axel Witsel,0.8202,Pierre Lees-Melou,0.771,Tomáš Souček,0.7582,Marten de Roon,0.7566,Eric Martel,0.7558,Robert Andrich,0.7505,Adam Wharton,0.6778,Carlos Benavídez,0.6733,Raúl,0.6655,Wouter Burger,0.597,Tyler Morton,0.5884,Al-Musrati,0.5748
Thomas Partey,Pivote,Malthe Hojholt,0.9241,Orel Mangala,0.8849,Senne Lynen,0.848,Everton Pereira,0.84,Daniel Boloca,0.828,Simone Lottici Tessadri,0.8053,Hamidou Makalou,0.7997,Kristjan Asllani,0.7829,Jacopo Grossi,0.7801,Benjamin Stambouli,0.7627,Oumar Ngom,0.709,Pablo Rosario,0.707,Abdoulaye Camara,0.674,David Daiber,0.6689,Jerome Abbey,0.6669
Nemanja Gudelj,Pivote,Lohann Doucet,0.8669,Maguette Gueye,0.8232,Ngal'Ayel Mukau,0.812,Ibrahim Sulemana,0.8067,Amadou Onana,0.7505,Tomáš Souček,0.7411,Leander Dendoncker,0.729,Kristijan Jakić,0.7106,Billy Gilmour,0.6845,Julian Niehues,0.6792,Abdoulaye Touré,0.678,Batista Mendy,0.6779,Bryan Cristante,0.6776,Marc Roca,0.6646,Tanner Tessmann,0.6599
Axel Witsel,Pivote,Lesley Ugochukwu,0.9003,Robert Andrich,0.8577,Eric Martel,0.855,Marten de Roon,0.8481,Charles Pickel,0.8202,Kervin Arriaga,0.8038,Adam Wharton,0.7762,Al-Musrati,0.7638,Pierre Lees-Melou,0.7563,Ezequiél Fernández,0.7236,Casemiro,0.6958,Nemanja Matić,0.6613,Ellyes Skhiri,0.653,Carlos Benavídez,0.5791,Tyler Morton,0.5243
Marc Aguado,Pivote,Omar Mascarell,0.8553,Yannik Engelhardt,0.786,Martín Zubimendi,0.7101,Stanislav Lobotka,0.7088,Aleksandar Pavlovic,0.6955,Ryan Gravenberch,0.6849,Nemanja Matić,0.683,Morten Frendrup,0.6739,Amadou Onana,0.6569,Boubacar Kamara,0.65,Rodri,0.6413,Julian Niehues,0.6347,Angelo Stiller,0.6225,Max Oyedele,0.6188,Billy Gilmour,0.6133
José Luis García Vayá,Pivote,Nikola Moro,0.8144,Leander Dendoncker,0.7457,Jesper Karlström,0.7237,Julian Niehues,0.6308,Patrick Osterhage,0.6304,Martín Zubimendi,0.6304,Bryan Cristante,0.6285,Rodrigo Bentancur,0.6276,Robin Fellhauer,0.6105,Rani Khedira,0.609,Tanner Tessmann,0.6043,Jordan Henderson,0.577,Laurent Abergel,0.5464,Joris Chotard,0.5068,Kaishū Sano,0.5067
Jon Gorrotxategi,Pivote,Mandela Keita,0.8613,Denis Zakaria,0.8241,Philipp Sander,0.7195,Rômulo,0.6478,Jefferson Lerma,0.6402,Sander Berge,0.6343,Jack Hinshelwood,0.617,Marc Aguado,0.6045,Omar Mascarell,0.5882,Tyler Adams,0.5142,Boubacar Kamara,0.4771,Rodrigo Bentancur,0.4728,Yannik Engelhardt,0.4517,Marc Bernal,0.45,Max Oyedele,0.404
Santiago Colombatto,Pivote,Alpha Touré,0.9892,Oriol Rey,0.8533,Matteo Prati,0.8297,Cheikh Niasse,0.7895,Niklas Dorsch,0.7583,Lucas Gourna-Douath,0.7399,Marc Casado,0.6931,Damián Rodríguez,0.6892,Tochukwu Nnadi,0.6844,Ibrahima Sissoko,0.6834,Guido Rodríguez,0.6576,Maxime Lopez,0.6498,Sofyan Amrabat,0.6451,Nicolai Remberg,0.6436,Yvan Neyou,0.6174
Lucas Torró,Pivote,Bahmed Deuff,0.8733,Yves Bissouma,0.7455,Iker Muñoz,0.739,Mathys De Carvalho,0.7209,Malthe Hojholt,0.717,Nicolas Höfler,0.7064,Assane Dioussé,0.6938,Nicolai Remberg,0.6783,Orel Mangala,0.6649,Pablo Rosario,0.6198,Carlos Baleba,0.6097,Kristjan Asllani,0.6092,Thomas Partey,0.5591,Lucas Gourna-Douath,0.5368,Christian Nørgaard,0.5289
Omar Mascarell,Pivote,Ibrahim Sangaré,0.8956,Marc Bernal,0.868,Yannik Engelhardt,0.8615,Marc Aguado,0.8553,Max Oyedele,0.85,Martín Zubimendi,0.8397,Aleksandar Pavlovic,0.8133,João Palhinha,0.8073,Tyler Adams,0.7902,Kristijan Jakić,0.7893,Máximo Perrone,0.7721,Rodrigo Bentancur,0.7712,Ryan Gravenberch,0.7708,Rani Khedira,0.7633,Oussama El Azzouzi,0.7269
Antonio Blanco,Pivote,Samu Costa,0.8743,Benjamin André,0.869,Hakan Çalhanoğlu,0.8239,Mario Martín,0.7661,Tyler Adams,0.7474,Rani Khedira,0.7436,Vitaly Janelt,0.7315,James Garner,0.7309,Wouter Burger,0.7265,Mohamed Bamba,0.7201,Abdoulaye Touré,0.6923,Gianluca Gaetano,0.6764,Manuel Locatelli,0.6704,Rolando Mandragora,0.6589,Kristijan Jakić,0.6378
Marc Roca,Pivote,João Palhinha,0.789,Amadou Onana,0.7659,Anton Stach,0.7628,Ryan Gravenberch,0.7513,Manuel Locatelli,0.7466,Ibrahim Sangaré,0.7147,Pierre Højbjerg,0.7,Hakan Çalhanoğlu,0.6988,Maguette Gueye,0.6768,Bryan Cristante,0.6763,Youssouf Fofana,0.6692,Rolando Mandragora,0.6653,Abdoulaye Touré,0.6648,Nemanja Gudelj,0.6646,Aleksandar Pavlovic,0.6631
Mario Martín,Pivote,Samu Costa,0.8976,Tyler Adams,0.8371,Mohamed Bamba,0.8257,Benjamin André,0.8135,Baptiste Santamaria,0.7812,Antonio Blanco,0.7661,Lohann Doucet,0.7555,Máximo Perrone,0.7536,Rani Khedira,0.7445,Kristijan Jakić,0.7256,Maguette Gueye,0.6895,Ngal'Ayel Mukau,0.6823,Marc Bernal,0.6681,Hakan Çalhanoğlu,0.6518,Max Oyedele,0.6496
Lucien Agoume,Pivote,Rodrigo Bentancur,0.8327,Benjamin André,0.7081,Tyler Adams,0.6789,Mario Martín,0.6395,Jordan Henderson,0.6249,Rani Khedira,0.6074,Vitaly Janelt,0.6023,Baptiste Santamaria,0.5451,Antonio Blanco,0.5442,Patrick Osterhage,0.5434,Florentino Luís,0.5351,José Luis García Vayá,0.5062,Samu Costa,0.485,Omar Mascarell,0.4779,Máximo Perrone,0.4629
Aurélien Tchouaméni,Pivote,Adama Camara,0.8563,Ylber Ramadani,0.7766,James Sands,0.7514,Mathys De Carvalho,0.6337,Manuel Ugarte,0.5995,Ethan Ampadu,0.5953,Batista Mendy,0.5751,Soungoutou Magassa,0.567,Morten Frendrup,0.5473,Yves Bissouma,0.54,Oumar Ngom,0.5096,Boubacar Traoré,0.4853,Assane Dioussé,0.4822,Amadou Onana,0.481,Hamidou Makalou,0.4776
Samu Costa,Pivote,Mario Martín,0.8976,Benjamin André,0.8975,Mohamed Bamba,0.8792,Tyler Adams,0.8787,Baptiste Santamaria,0.8773,Hakan Çalhanoğlu,0.8759,Antonio Blanco,0.8743,Kristijan Jakić,0.8734,Rani Khedira,0.858,Abdoulaye Touré,0.8531,Rolando Mandragora,0.8496,Máximo Perrone,0.8408,Raúl,0.8055,Lohann Doucet,0.7997,Samuele Ricci,0.7793
Mandela Keita,Pivote,Jon Gorrotxategi,0.8613,Philipp Sander,0.8214,Denis Zakaria,0.7757,Jefferson Lerma,0.7233,Sander Berge,0.6684,Rômulo,0.563,Marc Aguado,0.562,Jack Hinshelwood,0.5122,Morten Frendrup,0.4404,Nicolas Seiwald,0.4268,Omar Mascarell,0.3586,Boubacar Kamara,0.3305,Stanislav Lobotka,0.3188,Amadou Onana,0.3135,Nemanja Matić,0.2977
Oumar Ngom,Pivote,Manuel Ugarte,0.9012,Orel Mangala,0.8865,Yves Bissouma,0.8496,Senne Lynen,0.8451,Marius Courcoul,0.8347,Roméo Lavia,0.8243,Benjamin Stambouli,0.8201,Vinicius Souza,0.8166,Everton Pereira,0.8049,Malthe Hojholt,0.7994,Carlos Baleba,0.7848,Fodé Sylla,0.7828,Jean Onana,0.7792,Sadik Fofana,0.7758,Mikel Vesga,0.7686
Al-Musrati,Pivote,Ezequiél Fernández,0.8944,Axel Witsel,0.7638,Marten de Roon,0.704,Carlos Benavídez,0.6991,Atakan Karazor,0.6745,Adam Wharton,0.6644,Ellyes Skhiri,0.6589,Pierre Lees-Melou,0.6386,Arthur Vermeeren,0.6217,Charles Pickel,0.5748,Eric Martel,0.5683,Kervin Arriaga,0.5391,Lesley Ugochukwu,0.5364,Reda Belahyane,0.5121,Robert Andrich,0.4801
Malthe Hojholt,Pivote,Thomas Partey,0.9241,Orel Mangala,0.9029,Everton Pereira,0.8697,Oumar Ngom,0.7994,David Daiber,0.7915,Senne Lynen,0.7743,Simone Lottici Tessadri,0.7673,Carlos Baleba,0.7664,Benjamin Stambouli,0.764,Sofyan Amrabat,0.7625,Marius Courcoul,0.7493,Yves Bissouma,0.736,Lucas Torró,0.717,Kwon Hyeokkyu,0.7108,Damián Rodríguez,0.7024
Billy Gilmour,Pivote,Julian Niehues,0.8723,Joris Chotard,0.8563,Martín Zubimendi,0.8557,Abdoulaye Touré,0.8203,Ryan Gravenberch,0.8187,Aleksandar Pavlovic,0.8092,Amadou Onana,0.7739,Robin Fellhauer,0.7635,Leander Dendoncker,0.7564,Kristijan Jakić,0.7453,Nikola Moro,0.7216,Rani Khedira,0.7202,Anton Stach,0.7072,Tomáš Souček,0.705,Ibrahim Sulemana,0.7
Cheikh Niasse,Pivote,Florentino Luís,0.8187,Santiago Colombatto,0.7895,Alpha Touré,0.7697,Luca Lipani,0.7285,Charles Vanhoutte,0.7255,Niklas Dorsch,0.7214,Ibrahima Sissoko,0.6993,Oriol Rey,0.6491,Tochukwu Nnadi,0.6219,Ilia Gruev,0.6095,Tom Krauß,0.6015,Freddie Potts,0.5915,Leon Avdullahu,0.5823,Maxime Lopez,0.5822,Nicolò Rovella,0.5718
Jacopo Grossi,Pivote,Abdoulaye Camara,0.8968,Simone Lottici Tessadri,0.8707,Daniel Boloca,0.7852,Thomas Partey,0.7801,Salih Özcan,0.7389,Andrea Ghion,0.7362,Nouhoum Kamissoko,0.733,Leon Avdullahu,0.7254,Niklas Dorsch,0.7188,Ben Winterburn,0.718,Tim Schnitzer,0.718,Benjamin Stambouli,0.7126,Hamidou Makalou,0.6853,Damián Rodríguez,0.684,David Daiber,0.6616
Marten de Roon,Pivote,Adam Wharton,0.8537,Pierre Lees-Melou,0.8486,Axel Witsel,0.8481,Robert Andrich,0.8444,Eric Martel,0.8091,Lesley Ugochukwu,0.7865,Kervin Arriaga,0.7623,Charles Pickel,0.7566,Al-Musrati,0.704,Ezequiél Fernández,0.6809,Casemiro,0.6588,Arthur Vermeeren,0.6213,Carlos Benavídez,0.6145,Oussama El Azzouzi,0.5729,Tyler Morton,0.5677
Manuel Locatelli,Pivote,Marc Roca,0.7466,James Garner,0.7314,Antonio Blanco,0.6704,João Palhinha,0.6415,Batista Mendy,0.6173,Ethan Ampadu,0.58,Hakan Çalhanoğlu,0.5771,Soungoutou Magassa,0.5701,Abdoulaye Touré,0.5468,Marc Bernal,0.5444,Rolando Mandragora,0.5408,Maguette Gueye,0.5374,Johann Lepenant,0.5275,Anton Stach,0.5269,Gianluca Gaetano,0.5267
Nemanja Matić,Pivote,Stanislav Lobotka,0.7163,Robert Andrich,0.6946,Eric Martel,0.6859,Marc Aguado,0.683,Idrissa Gana Gueye,0.675,Axel Witsel,0.6613,Lesley Ugochukwu,0.6314,Boubacar Kamara,0.619,Yannik Engelhardt,0.566,Rodri,0.5611,Angelo Stiller,0.5384,Moisés Caicedo,0.529,Kervin Arriaga,0.5234,Ryan Gravenberch,0.4903,Tyler Morton,0.4795
Hans Nicolussi Caviglia,Pivote,Ardon Jashari,0.8758,Nahuel Estévez,0.8404,Rafael Gonçalves,0.8256,Ilia Gruev,0.7771,Vitinha,0.7076,Aljoscha Kemlein,0.7047,Sandro Tonali,0.6549,Granit Xhaka,0.6245,Gerard Gumbau,0.6231,Maxime Lopez,0.6152,Joshua Kimmich,0.5959,Matteo Prati,0.5858,Wataru Endo,0.5762,Danilo Cataldi,0.5627,Niklas Dorsch,0.5599
Ibrahim Sulemana,Pivote,Amadou Onana,0.8716,Maguette Gueye,0.8356,Max Oyedele,0.8223,Nemanja Gudelj,0.8067,Lohann Doucet,0.7947,Rodri,0.7804,Ibrahim Sangaré,0.7725,Leander Dendoncker,0.7534,Aleksandar Pavlovic,0.7473,João Palhinha,0.7243,Omar Mascarell,0.7134,Kristijan Jakić,0.7009,Billy Gilmour,0.7,Martín Zubimendi,0.6984,Ryan Gravenberch,0.6811
Olaf Gorter,Pivote,Junior Mwanga,0.9242,Elisha Owusu,0.8994,Sergio Lozano,0.8829,Bane Diatta,0.8829,Jonas Meffert,0.88,Sadik Fofana,0.874,Alessandro Romano,0.8714,Tomas Marques,0.8705,Fodé Sylla,0.8442,Yannik Keitel,0.8273,Nouhoum Kamissoko,0.8094,Sota Kawasaki,0.7895,Marius Courcoul,0.762,David Daiber,0.7578,Benjamin Stambouli,0.7416
Youssouf Fofana,Pivote,Pierre Højbjerg,0.881,Vitinha,0.879,Nabil Bentaleb,0.8708,Joshua Kimmich,0.8631,Gianluca Gaetano,0.8572,Danilo Cataldi,0.8567,Anton Stach,0.8418,Rolando Mandragora,0.8329,Raúl,0.8005,Aleksandar Pavlovic,0.7917,Hakan Çalhanoğlu,0.7891,Samuele Ricci,0.7772,Angelo Stiller,0.7623,Robin Fellhauer,0.749,Ryan Gravenberch,0.7454
Daniel Boloca,Pivote,Senne Lynen,0.9119,Benjamin Stambouli,0.8949,Hamidou Makalou,0.8836,Idrissa Sabaly,0.8378,Salih Özcan,0.83,Thomas Partey,0.828,Adrien Tameze,0.8185,Andrea Ghion,0.811,Mikel Vesga,0.8087,Orel Mangala,0.787,Jacopo Grossi,0.7852,Abdoulaye Camara,0.768,Everton Pereira,0.7266,Kristjan Asllani,0.7219,Nouhoum Kamissoko,0.7103
Balthazar Pierret,Pivote,Daren Mosengo,0.8743,Yannik Keitel,0.8498,Kwon Hyeokkyu,0.8444,Jonas Meffert,0.8354,Bane Diatta,0.8339,Sergio Lozano,0.8339,Lamare Bogarde,0.8142,Roméo Lavia,0.7827,Ben Winterburn,0.7688,Tim Schnitzer,0.7688,Skelly Alvero,0.766,Elisha Owusu,0.7457,Sofyan Amrabat,0.7398,Benjamin Stambouli,0.729,Salis Abdul Samed,0.6997
Sadik Fofana,Pivote,Marius Courcoul,0.8822,Mohamadou Kanté,0.882,Olaf Gorter,0.874,Elisha Owusu,0.839,Junior Mwanga,0.8224,David Daiber,0.8155,Nouhoum Kamissoko,0.7997,Oumar Ngom,0.7758,Nicolas Höfler,0.7742,Benjamin Stambouli,0.7603,Alessandro Romano,0.7544,Roméo Lavia,0.7538,Tomas Marques,0.7531,Salih Özcan,0.7488,Vinicius Souza,0.7403
Máximo Perrone,Pivote,Kristijan Jakić,0.9312,Baptiste Santamaria,0.9193,Aleksandar Pavlovic,0.8776,Ibrahim Sangaré,0.8752,Tyler Adams,0.8659,Rani Khedira,0.8617,Samu Costa,0.8408,Mohamed Bamba,0.8402,Lohann Doucet,0.8328,Hakan Çalhanoğlu,0.8238,Raúl,0.8101,Pierre Højbjerg,0.8082,Martín Zubimendi,0.8074,Robin Fellhauer,0.8011,Wouter Burger,0.7961
Ardon Jashari,Pivote,Rafael Gonçalves,0.9234,Hans Nicolussi Caviglia,0.8758,Gerard Gumbau,0.7702,Aljoscha Kemlein,0.7472,Nahuel Estévez,0.7333,Ilia Gruev,0.6911,Freddie Potts,0.6299,Francis Coquelin,0.6031,Johann Lepenant,0.6031,Matteo Prati,0.6014,Wataru Endo,0.5846,Aladji Bamba,0.5721,Reda Belahyane,0.5693,Tom Krauß,0.5624,Nicolas Seiwald,0.5183
Nicolò Rovella,Pivote,Tom Krauß,0.7923,Wataru Endo,0.7028,Freddie Potts,0.6613,Ezequiél Fernández,0.659,Charles Vanhoutte,0.6395,Aladji Bamba,0.624,Atakan Karazor,0.6215,Arthur Vermeeren,0.59,Ilia Gruev,0.5831,Cheikh Niasse,0.5718,Rabby Nzingoula,0.4876,Adam Wharton,0.4876,Florentino Luís,0.4754,Marius Marin,0.4685,Oriol Rey,0.4408
Jean Onana,Pivote,Idrissa Sabaly,0.9726,Senne Lynen,0.8176,Oumar Ngom,0.7792,Fodé Sylla,0.7717,Mikel Vesga,0.7645,Benjamin Stambouli,0.7591,Lennard Maloney,0.7564,Junior Mwanga,0.7358,Manuel Ugarte,0.7245,Sota Kawasaki,0.7146,Daniel Boloca,0.7081,Rabby Nzingoula,0.7068,Salih Özcan,0.705,Everton Pereira,0.6981,Orel Mangala,0.6886
Stanislav Lobotka,Pivote,Rodri,0.7345,Nemanja Matić,0.7163,Marc Aguado,0.7088,Boubacar Kamara,0.6949,Angelo Stiller,0.6275,Yannik Engelhardt,0.602,Amadou Onana,0.5964,Pierre Højbjerg,0.5823,Ryan Gravenberch,0.5393,Ibrahim Sulemana,0.5264,Aleksandar Pavlovic,0.5247,Youssouf Fofana,0.4601,Billy Gilmour,0.4291,Baptiste Santamaria,0.4276,Julian Niehues,0.427
Reda Belahyane,Pivote,Arthur Vermeeren,0.8119,Francis Coquelin,0.656,Rafael Gonçalves,0.5994,Wataru Endo,0.5855,Ardon Jashari,0.5693,Aladji Bamba,0.5622,Matteo Prati,0.56,Adam Wharton,0.5543,Ilia Gruev,0.5536,Marten de Roon,0.5506,Hans Nicolussi Caviglia,0.5255,Atakan Karazor,0.5219,Aljoscha Kemlein,0.5179,Al-Musrati,0.5121,Pierre Lees-Melou,0.5005
Rolando Mandragora,Pivote,Pierre Højbjerg,0.9629,Gianluca Gaetano,0.944,Nabil Bentaleb,0.9291,Hakan Çalhanoğlu,0.9176,Anton Stach,0.8866,Samuele Ricci,0.8799,Danilo Cataldi,0.8599,Ryan Gravenberch,0.8572,Abdoulaye Touré,0.8514,Samu Costa,0.8496,Raúl,0.8436,Joshua Kimmich,0.8356,Youssouf Fofana,0.8329,Aleksandar Pavlovic,0.8167,João Palhinha,0.8084
Alberto Grassi,Pivote,Federico Redondo,0.7692,Ellyes Skhiri,0.7416,Skelly Alvero,0.7332,Thomas Partey,0.6313,Carlos Baleba,0.6199,Guido Rodríguez,0.6114,Daren Mosengo,0.5983,Atakan Karazor,0.589,Mathys De Carvalho,0.5751,Rabby Nzingoula,0.5681,Malthe Hojholt,0.5506,Yves Bissouma,0.5385,Kristjan Asllani,0.534,Orel Mangala,0.5268,Hamidou Makalou,0.5197
Andrea Ghion,Pivote,Salih Özcan,0.8878,Bane Diatta,0.8763,Sergio Lozano,0.8763,Jonas Meffert,0.8753,Benjamin Stambouli,0.8745,Junior Mwanga,0.8709,Abdoulaye Camara,0.8507,Nouhoum Kamissoko,0.8256,Daniel Boloca,0.811,Aljoscha Kemlein,0.7765,Jacopo Grossi,0.7362,Idrissa Sabaly,0.7286,Ben Winterburn,0.722,Tim Schnitzer,0.722,Adrien Tameze,0.7135
Jesper Karlström,Pivote,Laurent Abergel,0.8184,Patrick Osterhage,0.7654,Nikola Moro,0.7274,José Luis García Vayá,0.7237,Jerome Abbey,0.6599,Kaishū Sano,0.5672,Rodrigo Bentancur,0.5605,André,0.5396,Julian Niehues,0.5322,Adama Camara,0.515,Leander Dendoncker,0.5113,Jordan Henderson,0.4733,Ibrahima Sissoko,0.4611,Ngal'Ayel Mukau,0.4491,Lucien Agoume,0.4375
Teun Koopmeiners,Pivote,Damián Rodríguez,0.7918,Lennard Maloney,0.7458,Iker Muñoz,0.7104,Assane Dioussé,0.6984,Ibrahima Sissoko,0.6326,Thomas Partey,0.6101,Kristjan Asllani,0.602,Sandro Tonali,0.5999,Malthe Hojholt,0.5973,Lucas Gourna-Douath,0.5959,Bahmed Deuff,0.5949,Everton Pereira,0.5922,Luca Lipani,0.5821,Orel Mangala,0.5678,Jacopo Grossi,0.5547
Matteo Prati,Pivote,Alpha Touré,0.8856,Oriol Rey,0.8806,Marc Casado,0.8495,Santiago Colombatto,0.8297,Wataru Endo,0.7569,Tochukwu Nnadi,0.7467,Nahuel Estévez,0.7356,Francis Coquelin,0.733,Maxime Lopez,0.7198,Ilia Gruev,0.6978,Niklas Dorsch,0.6858,Aljoscha Kemlein,0.6572,Charles Vanhoutte,0.6404,Aladji Bamba,0.6074,Ardon Jashari,0.6014
Marius Marin,Pivote,Nicolas Fonseca,0.9219,Sota Kawasaki,0.8927,Vinicius Souza,0.8905,Roméo Lavia,0.8599,Lamare Bogarde,0.8503,Dario Essugo,0.8441,Elisha Owusu,0.8417,Geoffrey Kondogbia,0.8214,Salis Abdul Samed,0.8129,Mikel Vesga,0.7871,Yannik Keitel,0.763,Sofyan Amrabat,0.7615,Manuel Ugarte,0.758,Carlos Baleba,0.7558,Mohamadou Kanté,0.7505
Danilo Cataldi,Pivote,Joshua Kimmich,0.978,Anton Stach,0.9475,Vitinha,0.9265,Hakan Çalhanoğlu,0.9207,Nabil Bentaleb,0.9138,Gianluca Gaetano,0.9049,Robin Fellhauer,0.882,Rolando Mandragora,0.8599,Youssouf Fofana,0.8567,Angelo Stiller,0.8333,Samuele Ricci,0.8243,Aleksandar Pavlovic,0.8215,Pierre Højbjerg,0.8176,James Garner,0.8032,Tyler Morton,0.799
Bryan Cristante,Pivote,Boubacar Traoré,0.7366,Leander Dendoncker,0.7361,Anton Stach,0.6822,Nemanja Gudelj,0.6776,Marc Roca,0.6763,Ibrahim Sulemana,0.655,Ibrahim Sangaré,0.645,José Luis García Vayá,0.6285,Wouter Burger,0.6191,Rani Khedira,0.5981,Aleksandar Pavlovic,0.5879,Martín Zubimendi,0.581,Lohann Doucet,0.5717,Hakan Çalhanoğlu,0.5658,Máximo Perrone,0.56
Abdoulaye Camara,Pivote,Jacopo Grossi,0.8968,Ben Winterburn,0.8818,Tim Schnitzer,0.8818,Leon Avdullahu,0.8756,Andrea Ghion,0.8507,Simone Lottici Tessadri,0.8343,Daniel Boloca,0.768,Jonas Meffert,0.763,Niklas Dorsch,0.7616,Jerome Abbey,0.7596,Sergio Lozano,0.7499,Bane Diatta,0.7499,Aljoscha Kemlein,0.7398,Benjamin Stambouli,0.7357,Salih Özcan,0.7297
Simone Lottici Tessadri,Pivote,Ben Winterburn,0.9007,Tim Schnitzer,0.9007,Jacopo Grossi,0.8707,David Daiber,0.8534,Nouhoum Kamissoko,0.8471,Abdoulaye Camara,0.8343,Thomas Partey,0.8053,Pablo Rosario,0.7936,Tomas Marques,0.7882,Alessandro Romano,0.7864,Malthe Hojholt,0.7673,Jonas Meffert,0.7445,Bane Diatta,0.7395,Sergio Lozano,0.7395,Everton Pereira,0.706
Gianluca Gaetano,Pivote,Nabil Bentaleb,0.9911,Rolando Mandragora,0.944,Pierre Højbjerg,0.9177,Joshua Kimmich,0.9119,Hakan Çalhanoğlu,0.9052,Danilo Cataldi,0.9049,Samuele Ricci,0.8995,Vitinha,0.8937,Anton Stach,0.8592,Youssouf Fofana,0.8572,Angelo Stiller,0.8568,Ryan Gravenberch,0.8286,Raúl,0.8205,James Garner,0.8128,Abdoulaye Touré,0.8055
Samuele Ricci,Pivote,Gianluca Gaetano,0.8995,Rolando Mandragora,0.8799,Nabil Bentaleb,0.8724,Mohamed Bamba,0.8629,Pierre Højbjerg,0.8351,Danilo Cataldi,0.8243,Hakan Çalhanoğlu,0.8175,Raúl,0.8057,Joshua Kimmich,0.797,Baptiste Santamaria,0.7907,Vitinha,0.7813,Samu Costa,0.7793,Youssouf Fofana,0.7772,Angelo Stiller,0.7706,Robin Fellhauer,0.749
Ylber Ramadani,Pivote,James Sands,0.884,Ethan Ampadu,0.7823,Aurélien Tchouaméni,0.7766,Adama Camara,0.7707,Soungoutou Magassa,0.725,André,0.7171,Morten Frendrup,0.6365,Batista Mendy,0.6317,Rodri,0.6014,Geoffrey Kondogbia,0.5648,Manuel Ugarte,0.5466,Carlos Baleba,0.5204,Nicolas Fonseca,0.4972,Mikel Vesga,0.4902,Mathys De Carvalho,0.4863
Alessandro Romano,Pivote,Tomas Marques,1.0,David Daiber,0.8923,Olaf Gorter,0.8714,Ben Winterburn,0.867,Tim Schnitzer,0.867,Yannik Keitel,0.8469,Jonas Meffert,0.8432,Sergio Lozano,0.8324,Bane Diatta,0.8324,Kwon Hyeokkyu,0.8316,Simone Lottici Tessadri,0.7864,Junior Mwanga,0.782,Elisha Owusu,0.781,Nouhoum Kamissoko,0.7607,Sadik Fofana,0.7544
Adrien Tameze,Pivote,Mikel Vesga,0.8948,Sota Kawasaki,0.8737,Senne Lynen,0.8583,Daniel Boloca,0.8185,Benjamin Stambouli,0.8118,Roméo Lavia,0.8018,Salis Abdul Samed,0.7904,Leon Avdullahu,0.7783,Jerome Abbey,0.7578,Everton Pereira,0.7574,Idrissa Sabaly,0.7542,Fodé Sylla,0.7497,Marius Marin,0.7377,Guido Rodríguez,0.7317,Ibrahima Sissoko,0.7292
Kristjan Asllani,Pivote,Hamidou Makalou,0.9194,Mathys De Carvalho,0.8625,Orel Mangala,0.8433,Thomas Partey,0.7829,Sandro Tonali,0.7353,Johann Lepenant,0.7278,Daniel Boloca,0.7219,Assane Dioussé,0.6992,Senne Lynen,0.697,Malthe Hojholt,0.6606,Jacopo Grossi,0.6585,Lucas Torró,0.6092,Teun Koopmeiners,0.602,Salih Özcan,0.5965,Benjamin Stambouli,0.5851
Hakan Çalhanoğlu,Pivote,Anton Stach,0.9471,Danilo Cataldi,0.9207,Rolando Mandragora,0.9176,Gianluca Gaetano,0.9052,Nabil Bentaleb,0.8809,Wouter Burger,0.8787,Samu Costa,0.8759,Raúl,0.8746,Joshua Kimmich,0.8583,Pierre Højbjerg,0.856,Robin Fellhauer,0.8307,Antonio Blanco,0.8239,Máximo Perrone,0.8238,Samuele Ricci,0.8175,Aleksandar Pavlovic,0.8151
Nikola Moro,Pivote,Patrick Osterhage,0.874,Julian Niehues,0.8732,José Luis García Vayá,0.8144,Robin Fellhauer,0.8013,Martín Zubimendi,0.7939,Kaishū Sano,0.7829,Laurent Abergel,0.7588,Jordan Henderson,0.7564,Jesper Karlström,0.7274,Billy Gilmour,0.7216,Leander Dendoncker,0.7215,Tanner Tessmann,0.6952,Rani Khedira,0.6827,Joris Chotard,0.6596,Kristijan Jakić,0.6588
Luca Lipani,Pivote,Florentino Luís,0.7667,Gerard Gumbau,0.7337,Cheikh Niasse,0.7285,Tochukwu Nnadi,0.7235,Lennard Maloney,0.677,Maxime Lopez,0.6275,Santiago Colombatto,0.5992,Alpha Touré,0.5982,Charles Vanhoutte,0.5873,Teun Koopmeiners,0.5821,Assane Dioussé,0.5497,Ibrahima Sissoko,0.5386,Matteo Prati,0.4656,Damián Rodríguez,0.4634,Antonio Blanco,0.4622
